"2024-12-06 04:49:47","Nov 26 13:29:50 localhost systemd[1234]: Starting Clean up."
"2024-12-06 04:49:47","Nov 26 13:31:12 localhost sshd[5678]: Failed password for admin from 192.168.1.35 port 56324 ssh2"
"2024-12-06 04:49:47","Nov 26 13:32:45 localhost kernel[2345]: wlan0: link is up"
"2024-12-06 04:49:47","Nov 26 13:33:02 localhost systemd[1234]: Stopping Clean up."
"2024-12-06 04:49:47","Nov 26 13:34:27 localhost sshd[5678]: Accepted password for user1 from 192.168.1.56 port 56237 ssh2"
"2024-12-06 04:49:47","Nov 26 13:35:15 localhost kernel[2345]: eth0: link is down"
"2024-12-06 04:49:47","Nov 26 13:36:45 localhost backup[7890]: Backup completed successfully."
"2024-12-06 04:49:47","Nov 26 13:37:03 localhost sshd[5678]: Failed password for user1 from 192.168.1.78 port 56344 ssh2"
"2024-12-06 04:49:47","Nov 26 13:38:21 localhost systemd[1234]: Starting Backup service."
"2024-12-06 04:49:47","Nov 26 13:39:13 localhost kernel[2345]: eth0: link is up"
"2024-12-06 04:49:47","Nov 26 13:40:29 localhost sshd[5678]: Accepted password for user1 from 192.168.1.89 port 56223 ssh2"
"2024-12-06 04:49:47","Nov 26 13:41:18 localhost systemd[1234]: Starting Clean up."
"2024-12-06 04:49:47","Nov 26 13:42:07 localhost kernel[2345]: wlan0: link is up"
"2024-12-06 04:49:47","Nov 26 13:43:19 localhost sshd[5678]: Failed password for admin from 192.168.1.45 port 56345 ssh2"
"2024-12-06 04:49:47","Nov 26 13:44:02 localhost backup[7890]: Backup completed successfully."
"2024-12-06 04:49:47","Nov 26 13:45:12 localhost systemd[1234]: Stopping Clean up."
"2024-12-06 04:49:47","Nov 26 13:46:08 localhost kernel[2345]: eth0: link is down"
"2024-12-06 04:49:47","Nov 26 13:47:05 localhost sshd[5678]: Accepted password for user1 from 192.168.1.66 port 56423 ssh2"
"2024-12-06 04:49:47","Nov 26 13:48:33 localhost kernel[2345]: wlan0: link is up"
"2024-12-06 04:49:47","Nov 26 13:49:47 localhost systemd[1234]: Starting Backup service."
"2024-12-06 04:49:47","Nov 26 13:50:12 localhost sshd[5678]: Failed password for admin from 192.168.1.23 port 56378 ssh2"
"2024-12-06 04:49:47","Nov 26 13:51:19 localhost kernel[2345]: eth0: link is up"
"2024-12-06 04:49:47","Nov 26 13:52:03 localhost backup[7890]: Backup completed successfully."
"2024-12-06 04:49:47","Nov 26 13:53:14 localhost sshd[5678]: Accepted password for user1 from 192.168.1.34 port 56243 ssh2"
"2024-12-06 04:49:47","Nov 26 13:54:35 localhost systemd[1234]: Stopping Clean up."
"2024-12-06 04:49:47","Nov 26 13:55:23 localhost kernel[2345]: wlan0: link is up"
"2024-12-06 04:49:47","Nov 26 13:56:14 localhost sshd[5678]: Failed password for user1 from 192.168.1.77 port 56454 ssh2"
"2024-12-06 04:49:47","Nov 26 13:57:47 localhost systemd[1234]: Starting Clean up."
"2024-12-06 04:49:47","Nov 26 13:58:13 localhost kernel[2345]: eth0: link is down"
"2024-12-06 04:49:47","Nov 26 13:59:24 localhost sshd[5678]: Accepted password for user1 from 192.168.1.22 port 56233 ssh2"
"2024-12-06 04:49:47","Nov 26 14:00:47 localhost backup[7890]: Backup completed successfully."
"2024-12-06 04:49:47","Nov 26 14:01:32 localhost kernel[2345]: wlan0: link is up"
"2024-12-06 04:49:47","Nov 26 14:02:19 localhost systemd[1234]: Starting Backup service."
"2024-12-06 04:49:47","Nov 26 14:03:44 localhost sshd[5678]: Failed password for admin from 192.168.1.88 port 56377 ssh2"
"2024-12-06 04:49:47","Nov 26 14:04:16 localhost kernel[2345]: eth0: link is up"
"2024-12-06 04:49:47","Nov 26 14:05:01 localhost sshd[5678]: Accepted password for user1 from 192.168.1.44 port 56254 ssh2"
"2024-12-06 04:49:47","Nov 26 14:06:34 localhost systemd[1234]: Stopping Clean up."
"2024-12-06 04:49:47","Nov 26 14:07:23 localhost kernel[2345]: wlan0: link is up"
"2024-12-06 04:49:47","Nov 26 14:08:41 localhost backup[7890]: Backup completed successfully."
"2024-12-06 04:49:47","Nov 26 14:09:12 localhost sshd[5678]: Failed password for user1 from 192.168.1.11 port 56423 ssh2"
"2024-12-06 04:49:47","Nov 26 14:10:47 localhost systemd[1234]: Starting Clean up."
"2024-12-06 04:49:47","Nov 26 14:11:33 localhost kernel[2345]: eth0: link is down"
"2024-12-06 04:49:47","Nov 26 14:12:19 localhost sshd[5678]: Accepted password for user1 from 192.168.1.99 port 56245 ssh2"
"2024-12-06 04:49:47","Nov 26 14:13:44 localhost backup[7890]: Backup completed successfully."
"2024-12-06 04:49:47","Nov 26 14:14:22 localhost kernel[2345]: wlan0: link is up"
"2024-12-06 04:49:47","Nov 26 14:15:09 localhost sshd[5678]: Failed password for admin from 192.168.1.10 port 56333 ssh2"
"2024-12-06 04:49:47","Nov 26 14:16:19 localhost systemd[1234]: Starting Backup service."
"2024-12-06 04:49:47","Nov 26 14:17:48 localhost kernel[2345]: eth0: link is up"
"2024-12-06 04:49:47","Nov 26 14:18:33 localhost sshd[5678]: Accepted password for user1 from 192.168.1.77 port 56212 ssh2"
"2024-12-06 04:49:47","Nov 26 14:19:27 localhost backup[7890]: Backup completed successfully."
"2024-12-06 04:49:47","Nov 26 14:20:47 localhost kernel[2345]: wlan0: link is up"
"2024-12-06 04:49:47","Nov 26 14:21:44 localhost sshd[5678]: Failed password for user1 from 192.168.1.32 port 56477 ssh2"
